职业代码,职业名称,职业说明,职业任务
2-02-19-01,硅酸盐工程技术人员,从事水泥、玻璃、陶瓷等硅酸盐建筑材料的产品、生产工艺、技术、装备等研发应用的工程技术人员。,"['分析、研究原料、半成品、成品的矿物组成、特性及对产品的影响;', '研究、设计硅酸盐产品的生产技术和工艺装备及自动化控制系统;', '研究提高硅酸盐产品质量、保护环境及降低能耗、资源综合利用、清洁生产的方法;', '研究硅酸盐生产的技术动态信息和新技术，开发新产品;', '研发无害化协同处置城市生活垃圾、工业废弃物、危险废弃物、自来水污泥等作为生产硅酸盐产品原料或替代燃料的技术与装备;', '制订建筑材料工业的发展战略、规划、管理规程、规范、准入条件及标准;', '分析硅酸盐产品生产故障、质量及技术、设备问题，并提出处理意见;', '组织进行工业窑炉的热工标定和热平衡计算及环境检测;', '组织进行硅酸盐产品的生产、检验.']"
2-02-19-02,非金属矿及制品工程技术人员,从事石墨、萤石、石膏、云母等非金属矿及制品的生产技术、工艺、装备等研发应用的工程技术人员。,"['分析、研究非金属矿的矿物组成及性能;', '研发、应用非金属矿的加工技术及生产工艺;', '研究提高非金属制品的质量及性能;', '研发、应用非金属制品的新产品、新技术、新工艺;', '研发非金属矿及其制品的生产装备;', '制订非金属矿行业发展规划、管理规程及质量标准;', '分析处理非金属制品的生产技术问题, 指导生产人员作业.']"
2-02-19-03,无机非金属材料工程技术人员,从事玻璃纤维、纤维增强材料、特种陶瓷、人工合成晶体等无机非金属材料及产品的生产技术、工艺、装备等研发应用的工程技术人员。,"['研究、设计无机非金属材料的生产工艺;', '研究无机非金属材料的质量及性能;', '研究、应用无机非金属材料的新产品、新工艺、新技术;', '研究、应用无机非金属材料的生产装备和自动化技术;', '制订无机非金属材料发展规划、管理规程及质量标准;', '分析处理非金属材料的生产技术问题，指导生产人员作业.']"
2-02-19-04,混凝土工程技术人员,从事混凝土和水泥制品及其生产工艺、施工技术研究、设计，进行工程应用、质量管控等工作的工程技术人员。,"['研究、设计预拌混凝土、预制混凝土构件、水泥制品等水泥混凝土材料生产工艺与应用技术，进行各组分原材料的质量评估与物理化学性能检测评价，设计混凝土材料的配合比。', '设计混凝土制品成型工艺、生产工艺、钢筋混凝土制品结构、制品模具、养护工艺，进行生产设备选型。', '制订生产过程质量控制流程，测试与评价混凝土性能。', '进行制品浇筑成型、养护、成品保护、储存运输、质量检验与评价等技术管理，指导生产。', '开发与选择混凝土和水泥制品施工技术，并管理和指导施工应用。', '提供混凝土材料应用技术服务，改进优化混凝土搅拌、生产、输送、成型等技术。', '制订、修订混凝土材料与制品生产、工程施工的技术标准规范、操作技术规程、产品质量标准。']"
2-02-20,林草工程技术人员,从事林业生态环境建设、森林培育、园林绿化、天然林经营与保护、野生动物繁育、湿地保护修复、森林保护和森林开发、利用的工程技术人员。,[]
2-02-20-01,防沙治沙工程技术人员,从事防沙治沙工程规划、项目设计、技术指导、资源调查、监测评估的工程技术人员。,"['编制防沙治沙工程规划、项目实施方案，进行作业设计。', '进行防沙治沙工程施工技术指导。', '监测、调查沙化土地，预测和判断沙化土地动态变化。', '监测、调查沙化地区自然资源，评估区域自然生态状况。', '依据沙化地区生态环境调查、监测进行评估。']"
2-02-20-02,森林培育工程技术人员,,[]
2-02-20-03,园林绿化工程技术人员,,[]
2-02-20-04,野生动植物保护利用工程技术人员,,[]
2-02-20-05,自然保护区工程技术人员,,[]
2-02-20-06,森林保护工程技术人员,,[]
2-02-20-07,木竹藤棕草加工工程技术人员,,[]
2-02-20-08,森林采伐和运输工程技术人员,,[]
2-02-20-09,经济林产品加工工程技术人员,,[]
2-02-20-10,林业资源调查与监测工程技术人员,,[]
2-02-20-11,园林植物保护工程技术人员,,[]
2-02-20-12,湿地保护修复工程技术人员,,[]
2-02-20-01,沙化治理工程技术人员,从事沙化地区的治理和防护工作，负责植被保护、资源清查、恢复和保护方案的制定及实施。,"['评估的结果, 编制区域规划方案', '制订沙化地区植被保护、资源清查、恢复和保护方案, 并组织实施', '推广防沙治沙新技术、新方法、新材料', '进行沙障设置、植树造林、飞播造林、封山(沙)育林育草作业设计、施工管理、成效检查', '进行沙化地区作业道路和相关配套基础设施调查、设计, 指导施工']"
2-02-20-02,森林培育工程技术人员,从事用材林、经济林、防护林、薪炭林、特用林等林木育种、苗木培育、树种栽培作业指导与技术管理的工程技术人员。,"['编制林木良种壮苗繁育作业规划和实施方案', '利用生物技术选育林木新品种, 指导温室大棚工厂化育苗', '制订主要林木、经济林木、竹林的优化栽培模式, 确定抚育方式及经营措施', '进行种子采集储存、壮苗培育及造林、抚育的规划设计、实施方案和作业设计, 制订造林方式、幼林抚育和间伐等经营措施', '开发和推广温室大棚工厂化育苗及造林绿化的新技术、新方法, 制订造林、抚育工程检查及验收标准和方法', '指导和管理造林、抚育施工作业', '进行造林、抚育的效益监测与评价研究', '制订造林、抚育和营造林设计、施工、监理技术规范']"
2-02-20-03,园林绿化工程技术人员,从事园林绿地规划、园林植物种植设计和指导园林树木、花卉的繁育、栽培施工及养护的工程技术人员。,"['进行园林绿化规划设计、园林植物种植和造景设计', '指导园林植物的种植施工、养护管理', '进行野生园林植物资源的调查、保护、开发和利用', '指导建立园林植物的良种繁育及育种基地, 研究、开发园林植物苗圃、温室、大棚等生产的使用管理技术', '调查园林绿地的生态环境效益、社会效益, 设计改善方案', '进行园林绿化工程的施工与养护管理和技术指导', '进行园林绿化工程概算、预算及结算编制']"
2-02-20-04,野生动植物保护利用工程技术人员,从事野生动植物拯救、保护、驯养、繁育和开发利用的工程技术人员。,"['调查、监测和评估野生动植物及其生存环境, 制订拯救保护措施', '制订野生动物保护利用的总体规划、经营方案、技术措施', '研究问题野生动植物与社区关系, 制订防控措施', '调查、监测、分析野生动植物的生态习性和生物学规律', '研究野生动植物驯化、饲养、繁殖、育种技术和管理措施']"
2-02-20-05,自然保护区工程技术人员,从事自然保护区规划设计，生物多样性研究、保护和资源监测的工程技术人员。,"['调查和监测野生动植物物种', '保护利用自然资源，保护生物多样性', '保护、管理、利用森林、湿地、荒漠资源以及野生动植物栖息地景观资源，进行自然保护区规划设计', '规划、设计自然保护区科普教育设施', '进行野生动植物资源及栖息地保护与开发利用的技术指导']"
2-02-20-06,森林保护工程技术人员,从事森林火险预测预报、林火阻隔、火情监测、防火通信、森林火灾扑救与损失评估、航空护林与林业有害生物防治等的工程技术人员。,"['开发、应用森林火险预测预报、林火阻隔、生物防火林带工程和营林用火等技术', '应用卫星、航空、地面瞭望台和地面调查等方式进行火情和林业有害生物灾情监测', '应用地理信息辅助决策系统，制订扑火和林业有害生物防治技术措施', '研制、维护管理和推广应用防火扑火、林业有害生物防治机具设备', '研究、预测森林火灾、林业有害生物发生发展规律和发生趋势', '研究、推广使用林业有害生物监测调查、鉴定识别、预测预报等技术', '研究、推广使用林业植物检疫检验、除害处理等技术', '研究、推广使用以生物农药、低毒低残留农药等为主的无公害防治、应急防治等技术']"
